"FJuanGuevara_Amor_1" "FJuanGuevara_Amor_2" "FJuanGuevara_Amor_3" "SJ_Empeños2_1" "SJ_Empeños2_2" "SJ_Empeños2_3" "SJ_Empeños2_4" "SJ_Empeños2_5" "SJ_Empeños2_6" "SJ_Empeños2_7" "SJ_Empeños2_8" "SJ_Empeños2_9" "SJ_Empeños2_10" "SJ_Empeños2_11" "SJ_Empeños2_12" "SJ_Empeños2_13" "SJ_Empeños2_14" "SJ_Empeños2_15" "SJ_Empeños2_16" "SJ_Empeños2_17" "SJ_Empeños2_18" "SJ_Empeños2_19" "SJ_Empeños2_20" "SJ_Empeños2_21" "SJ_Empeños2_22"
"siempre" 0.1 0.2 0.1 0.1 0.2 0.3 0 0 0 0.1 0 0.3 0 0.3 0.1 0.1 0 0.1 0 0.1 0 0 0.1 0 0.1
"venida" 0 0 0 0 0.7 1.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vive" 0 0.1 0.1 0 0 0.1 0 0 0.2 0.2 0 0 0 0.1 0 0.3 0 0.2 0.1 0.2 0.3 0 0 0.2 0.2
"donde" 0.5 0.1 0 0.1 0.1 0.2 0 0.1 0.1 0 0.2 0 0.1 0 0 0 0.1 0 0.2 0.2 0 0.2 0 0 0
"entre" 0.1 0.1 0 0 0 0.1 0.2 0.5 0.1 0 0.2 0.1 0.1 0 0.2 0.1 0 0 0 0.1 0 0 0 0.1 0.2
"fin" 0.2 0 0.1 0.1 0.1 0.2 0 0.4 0 0.1 0.1 0 0.2 0 0.1 0 0 0.1 0 0 0 0 0.1 0.2 0.2
"grande" 0.3 0.3 0 0 0.4 0.1 0 0 0.2 0 0.1 0.1 0.2 0 0 0.1 0.1 0 0 0 0 0.1 0 0.1 0.1
"misma" 0.1 0.1 0 0 0.4 0.1 0 0 0.2 0 0.1 0 0 0.1 0 0 0 0.1 0.5 0 0.3 0.1 0.1 0 0
"otra" 0.1 0.1 0 0 0 0.2 0.1 0.1 0.1 0.2 0 0.1 0.1 0.3 0.2 0 0 0.2 0.1 0 0.1 0.1 0 0.1 0
"cielos" 0 0 0 0 0 0 0 0.1 0.1 0.5 0.2 0 0.1 0 0.3 0 0 0 0 0 0.2 0.2 0.1 0.3 0
"favor" 0 0.3 0.6 0.4 0 0.1 0.1 0 0 0 0.2 0.1 0 0.2 0 0 0 0 0 0 0 0 0.1 0 0
"nos" 0 0.1 0.1 0.1 0 0 0 0.1 0 0 0 0.2 0.1 0.4 0.4 0.2 0 0.3 0 0.1 0 0 0 0 0
"voy" 0 0 0.1 0.1 0 0 0 0 0 0 0.1 0 0.1 0.1 0 0 0.1 0 0.1 0.2 0.3 0.4 0.3 0.1 0.1
"diligencia" 0 0 0 0.9 0.6 0.1 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0.1 0 0
"mismo" 0.2 0 0 0 0.1 0 0.2 0 0.1 0.1 0 0 0.1 0 0 0 0 0 0 0 0 0.1 0.7 0.1 0.3
"pecho" 0.2 0 0.1 0 0 0.1 0.3 0.1 0.1 0 0.1 0 0 0.1 0 0.3 0.2 0.1 0 0 0 0 0.1 0.1 0.1
"silbos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0.5 0 0 0 0 0 0
"tener" 0 0 0 0.1 0.3 0 0.1 0.1 0 0.1 0.1 0.2 0 0 0.6 0 0.1 0 0 0 0.1 0.1 0 0 0.1
"viene" 0 0 0 0 0.1 0.2 0 0 0.2 0 0 0 0.2 0.1 0.1 0 0.2 0 0 0.2 0 0.2 0.2 0.2 0.1
"causa" 0 0 0 0 0.2 0.1 0.5 0 0 0.2 0.3 0 0.1 0.1 0 0.1 0.1 0 0 0.1 0.1 0 0 0 0
"fuera" 0.1 0.1 0.1 0 0.1 0 0 0.1 0.2 0 0 0.1 0.1 0.1 0 0.2 0 0 0.1 0.3 0.1 0.1 0 0 0.1
"fuerza" 0.1 0 0 0.1 0 0 0 0.1 0.1 0 0 0 0.3 0.1 0 0.1 0.1 0 0.1 0.2 0.4 0.1 0 0.1 0
"hasta" 0 0.1 0 0.2 0 0.1 0.1 0 0 0.2 0.3 0.2 0.1 0.2 0 0 0 0 0 0 0.1 0.2 0.1 0 0
"hermana" 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0 0.1 0 0 0.2 0 0 0 0.1 0.3 0.5 0.4 0.1
"premio" 0 0 0 0.1 0.2 0 0 0 0 0 0.3 1 0 0.2 0.1 0 0 0 0 0 0 0 0 0 0
"siendo" 0.2 0 0 0.2 0 0 0 0.1 0.2 0.1 0 0.2 0.1 0.1 0 0.1 0 0.1 0.1 0.1 0.1 0 0 0.1 0.1
"castaño" 0 0 0 0 0 0 0 0 0 0 0 0.2 0.1 0.1 0.3 0 0.4 0 0 0.4 0 0 0 0.1 0.2
"cuál" 0 0 0 0.5 0.1 0 0 0 0.2 0 0 0.1 0 0.6 0 0 0 0.1 0 0 0 0.1 0 0 0.1
"dar" 0 0 0 0.1 0.1 0 0.2 0.1 0 0 0.1 0 0.1 0.1 0.2 0 0 0.1 0.1 0 0.2 0.1 0 0.3 0
"gusto" 0 0.2 0.1 0.1 0.1 0 0.1 0.1 0 0 0.1 0 0 0 0 0.1 0.2 0 0.1 0.2 0 0 0.2 0.2 0
"mayor" 0.1 0.1 0 0.2 0.1 0 0 0 0.1 0 0.1 0.2 0 0.5 0.3 0 0 0 0.1 0 0 0 0 0 0
"mucho" 0 0 0 0 0.1 0.1 0.1 0.2 0.1 0 0 0.1 0 0.1 0.1 0.1 0.1 0.1 0 0.1 0.1 0 0.3 0.1 0
"primero" 0 0 0 0.1 0 0 0 0 0.1 0 0.1 0 0 0 0.1 0.2 0.1 0 0.6 0.1 0 0 0.2 0.2 0
"salir" 0 0.2 0 0 0 0 0 0 0 0 0.1 0.1 0.2 0.1 0 0 0 0 0.3 0.4 0 0 0 0.1 0.3
"sino" 0.1 0 0 0 0.5 0 0.1 0 0 0 0.1 0 0 0 0.1 0 0.1 0 0.2 0.1 0.2 0 0.1 0 0.2
"tiempo" 0.1 0 0 0.2 0 0 0 0.3 0.1 0 0.1 0 0 0 0 0.2 0.3 0 0 0 0.1 0 0.1 0.2 0.1
"aquesta" 0.1 0.1 0 0.1 0.1 0.1 0 0 0.1 0.1 0 0 0 0.1 0.1 0 0 0.3 0.1 0.1 0.1 0.1 0.1 0 0
"aquesto" 0 0.1 0 0 0 0 0.2 0 0 0 0 0 0.1 0 0.1 0 0.1 0.2 0.1 0.1 0.3 0 0.2 0.2 0
"empeño" 0 0.1 0 0 0 0.1 0 0.2 0 0 0.1 0 0 0 0 0.2 0.2 0 0 0.2 0 0.2 0.1 0.3 0
"estas" 0 0 0 0.3 0 0 0.2 0.2 0 0.1 0 0 0.2 0 0 0 0 0 0.1 0.1 0.2 0.3 0 0 0
"fineza" 0.2 0 0 0.1 0 0.2 0 0 0 0 0.1 0.5 0 0.2 0 0.1 0 0 0 0 0.3 0 0 0 0
"importa" 0.1 0.1 0 0 0 0 0 0 0.2 0 0.1 0 0.1 0.1 0 0.2 0.1 0 0 0.1 0.1 0.3 0 0 0.2
"mano" 0 0 0.1 0 0.1 0 0 0.2 0.1 0 0 0 0 0 0.1 0 0.1 0 0 0 0.2 0 0 0.2 0.6
"mía" 0 0.2 0.1 0 0.1 0.1 0.1 0 0 0 0 0 0 0 0 0.2 0.2 0.2 0.1 0 0.2 0 0.1 0 0.1
"preciso" 0 0 0 0 0 0 0.1 0.2 0 0 0.1 0.1 0.2 0 0 0.3 0 0 0.1 0 0 0.3 0.2 0 0.1
"supuesto" 0 0 0 0.2 0 0 0 0 0 0 0.1 0.1 0 0 0.1 0.3 0.2 0 0 0 0.1 0 0.1 0.4 0.1
"aqueste" 0.1 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0.1 0.1 0.4 0.1 0 0.2 0 0.2 0.2 0 0
"belleza" 0 0 0 0 0.2 0.1 0.2 0 0.2 0 0 0.1 0.1 0 0.1 0 0 0 0 0.1 0.3 0.1 0 0.1 0
"conmigo" 0.1 0.2 0 0 0 0.1 0 0.2 0.1 0 0.1 0.1 0 0 0.2 0.1 0 0 0.2 0 0 0.1 0.1 0 0
"hoy" 0.2 0.1 0 0.1 0.1 0 0 0 0 0 0.1 0.1 0 0 0 0 0 0 0 0 0 0 0.1 0 0.8
"mira" 0.1 0 0 0 0 0.1 0.2 0.1 0 0.2 0.1 0.1 0.1 0.2 0 0 0 0 0.1 0.1 0 0.1 0 0 0.1
"ocasión" 0 0.2 0.2 0 0 0 0 0 0.4 0 0.1 0 0.1 0.1 0.3 0.1 0 0 0 0 0 0.1 0 0 0
"padre" 0 0 0 0 0 0 0 0.2 0 0.1 0 0 0 0 0.1 0 0.2 0 0.4 0 0.1 0.1 0.2 0.2 0
"palacio" 0 0.2 0.1 0 0 0 0 0 0 0 0.6 0.7 0 0 0 0 0 0 0 0 0 0 0 0 0
"pena" 0.1 0 0 0 0.1 0.1 0.1 0 0.1 0 0 0 0 0.6 0.1 0 0 0 0.1 0.1 0.1 0.1 0 0 0
"riesgo" 0 0 0.1 0 0 0.1 0 0.2 0.1 0 0 0 0.1 0.1 0 0.1 0 0 0 0 0.1 0.1 0.1 0.3 0.2
"saber" 0.1 0 0.1 0 0 0.1 0.1 0 0.1 0 0.1 0.1 0.1 0.1 0.1 0 0.1 0 0.1 0 0.1 0.1 0.2 0 0
"todos" 0 0 0 0.3 0.1 0.1 0 0.2 0 0.1 0 0.3 0 0 0.1 0 0.1 0.1 0 0 0 0 0 0 0.2
"tus" 0 0 0 0.1 0 0.1 0.2 0 0.1 0.4 0.2 0.1 0.3 0 0 0 0 0 0 0 0 0 0 0.1 0
"vamos" 0 0 0.1 0.1 0 0 0 0 0.1 0 0 0 0 0 0.4 0.1 0.5 0 0.1 0 0.1 0.1 0 0 0
"vaya" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.2 0 0 0.7 0.3 0.1 0.1 0 0 0.1 0
"vengo" 0.2 0 0 0.2 0.1 0 0 0 0 0.1 0 0.2 0 0 0 0.2 0 0 0.1 0 0 0.1 0.3 0.1 0
"cierto" 0.2 0.1 0.1 0 0 0.1 0 0 0 0 0.1 0.2 0.1 0 0 0.2 0.1 0.1 0 0.1 0 0 0 0.1 0
"cuidado" 0 0 0 0 0 0.1 0.2 0.3 0.1 0 0 0.1 0.2 0.1 0.1 0 0 0 0 0.1 0 0.1 0.1 0 0
"eres" 0 0 0 0.9 0 0 0.1 0 0 0 0.3 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1
"esperanza" 0 0 0.7 0 0.1 0 0 0 0 0.2 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0
"esposa" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.2 0 0 0.2 0 0.2 0 0.2 0 0.1 0.3 0.2
"galán" 0.3 0.1 0 0 0 0.2 0.3 0 0.2 0 0 0 0 0.1 0 0 0 0 0 0 0.2 0 0 0 0.1
"hace" 0 0.6 0 0.1 0.1 0 0.1 0 0 0 0.1 0 0.1 0 0 0 0 0.1 0.1 0.2 0 0 0 0 0
"nada" 0 0 0.1 0.1 0.1 0 0.1 0 0.2 0 0.1 0.1 0 0 0.1 0.2 0 0 0 0 0 0.1 0.1 0.1 0.1
"visto" 0 0 0.1 0.1 0 0 0.1 0 0 0 0 0.3 0.1 0 0 0.3 0 0 0 0.1 0.1 0.2 0.1 0 0
"cosas" 0 0 0 0.3 0 0 0 0 0.1 0 0 0.1 0.2 0.2 0.1 0.1 0.1 0.1 0 0 0 0 0.1 0 0
"dicho" 0 0 0 0.2 0 0 0.1 0 0 0.3 0 0 0.1 0 0.1 0 0.1 0.2 0 0 0.1 0 0.2 0 0
"estar" 0 0.1 0 0 0 0.1 0.2 0 0 0 0.2 0 0.1 0.1 0.1 0.1 0.1 0.1 0 0.1 0 0 0.1 0 0
"habéis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0.1 0 0.3 0.1 0 0 0.2 0 0.2 0.3 0
"nunca" 0.1 0 0.3 0 0.1 0.1 0 0 0.1 0.1 0.1 0 0.1 0.1 0 0 0.2 0.1 0 0 0 0 0 0 0
"poco" 0 0.2 0.2 0 0 0 0.1 0 0.1 0.1 0.2 0 0.2 0 0 0 0 0 0 0 0 0.1 0 0.2 0
"pudiera" 0.2 0 0 0 0.1 0 0.1 0.1 0.1 0 0 0 0 0 0.1 0 0.1 0.1 0.1 0.1 0 0.1 0 0.1 0.1
"puerta" 0 0 0 0 0 0 0 0 0.1 0.1 0 0 0 0.1 0.2 0 0 0 0.3 0 0 0.6 0 0 0
"puesto" 0.1 0 0 0 0 0 0.1 0 0 0 0.2 0 0 0.2 0.1 0.1 0.1 0 0 0 0.1 0.1 0 0.3 0
"sido" 0 0.1 0 0 0 0 0.1 0.1 0.1 0.1 0 0 0.1 0.2 0 0.1 0 0.1 0 0.2 0 0.1 0 0 0.1
"aquel" 0 0 0 0 0.1 0 0 0.3 0.1 0 0.1 0.1 0 0 0.1 0.1 0 0 0 0 0 0.1 0 0.1 0.2
"beldad" 0 0 0 0 0.1 0 0 0 0 0 0 0.1 0 0.1 0.1 0 0.3 0 0 0 0 0.1 0 0.2 0.3
"daño" 0 0 0.1 0.1 0 0.1 0.2 0.2 0.1 0.1 0 0 0.1 0 0.1 0 0 0 0 0 0.1 0 0.1 0 0
"decir" 0 0 0 0.1 0.1 0.1 0.1 0 0 0 0.1 0.1 0 0.3 0.1 0.1 0 0 0 0.1 0 0 0 0.1 0
"decís" 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0.2 0.2 0.1 0 0 0.2 0 0.1 0.1 0.1
"dio" 0 0 0 0.2 0 0.1 0.1 0.2 0 0 0 0.2 0 0 0.1 0 0 0 0 0.1 0 0.2 0.1 0 0
"estado" 0 0 0 0 0 0.1 0.1 0.1 0 0 0 0.1 0 0.1 0.1 0.1 0.2 0 0.3 0 0 0 0 0.1 0
"hermosa" 0 0 0 0 0.2 0.1 0.2 0 0 0.2 0 0 0.3 0 0 0 0 0 0 0.1 0.1 0.1 0 0 0
"miro" 0.2 0.1 0 0.1 0 0 0 0 0 0.1 0 0 0.1 0.1 0 0.1 0 0 0 0 0 0.2 0.2 0.1 0
"penas" 0.1 0 0 0 0 0 0 0 0 0.1 0.2 0 0.1 0.4 0 0 0 0 0.3 0.1 0 0 0 0 0
"queda" 0 0 0 0.2 0 0 0 0 0.1 0 0.1 0.1 0 0 0 0.1 0.1 0 0.2 0 0.2 0 0.1 0 0.1
"respeto" 0 0 0.1 0 0.1 0 0 0 0 0.3 0 0.4 0 0 0 0.2 0 0 0 0 0 0 0 0.1 0.1
"también" 0 0 0 0 0 0 0 0 0 0 0.2 0.1 0.1 0 0 0.1 0.3 0 0 0.2 0 0 0.2 0 0.1
"ti" 0 0 0 0.1 0.1 0.1 0.1 0 0.1 0.1 0.2 0 0 0 0 0 0.1 0 0 0.1 0 0 0 0.1 0.2
"alma" 0 0 0 0 0 0.1 0.2 0.1 0.1 0.2 0.1 0 0.1 0 0 0.1 0 0.1 0 0 0 0 0 0 0.1
"bueno" 0 0 0.1 0 0 0 0 0.2 0 0 0 0.2 0.2 0 0 0.1 0 0.2 0 0 0.1 0 0.1 0 0
"cosa" 0 0 0 0 0.1 0 0.2 0 0 0 0 0 0 0.3 0 0.1 0 0.1 0.1 0.1 0.2 0 0 0 0
"deseo" 0 0 0.8 0 0 0.1 0 0 0.1 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0 0 0 0
"dueño" 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0.2 0.1 0.1 0 0.1 0 0 0 0.3 0.2
"falta" 0 0 0 0 0 0.1 0 0 0 0.2 0.1 0 0 0.3 0.1 0.2 0.1 0 0 0.1 0 0 0 0 0
"fedra" 0.5 0.3 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hecho" 0 0.2 0 0.1 0 0 0.2 0 0.1 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.1 0.1 0.1 0.1
"hombre" 0 0.3 0 0 0 0 0.1 0.1 0 0.2 0 0 0 0 0 0 0 0.1 0 0.1 0 0.2 0 0.1 0
"ir" 0.1 0.4 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0.2 0.2 0.1 0.1 0 0 0
"modo" 0.2 0 0.1 0 0 0 0.2 0.3 0 0 0 0 0.1 0.1 0.1 0 0 0 0 0 0 0 0.1 0 0
"válgame" 0 0 0 0 0 0 0 0 0.1 0.1 0 0 0 0 0 0.1 0.1 0 0 0.2 0.1 0.2 0.1 0.2 0
"venid" 0 0 0 0.7 0 0 0 0 0.3 0 0.1 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0
"verdad" 0.1 0 0 0 0 0.1 0.2 0 0 0 0 0.1 0 0 0 0.1 0.1 0.1 0.2 0.1 0 0 0 0 0.1
"atento" 0 0.1 0.1 0 0 0 0 0.1 0 0.1 0 0.1 0 0 0 0 0 0.1 0 0 0 0 0.2 0.3 0
"cuatro" 0 0 0.2 0.3 0.2 0 0 0 0.1 0 0 0 0 0 0 0 0.1 0 0 0 0.2 0 0 0 0
"cuerdo" 0.2 0 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0 0.1 0 0 0 0 0 0.4 0.2 0
"da" 0 0.1 0 0.3 0 0 0.2 0 0 0 0 0 0 0.1 0.1 0 0 0 0 0.1 0 0.1 0 0 0.1
"ello" 0.1 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.2 0.1 0.1 0 0 0 0 0.1 0.3 0
"fino" 0.1 0 0 0 0 0 0.2 0.1 0 0 0 0.3 0 0.2 0.1 0 0 0 0 0 0.1 0 0 0 0
"llega" 0.1 0 0.1 0.1 0 0.1 0.1 0 0 0 0.1 0 0 0.2 0 0.1 0 0 0.1 0 0.1 0 0 0 0
"menos" 0.2 0 0 0 0.1 0 0 0 0.1 0 0 0.1 0 0.1 0 0.1 0.1 0.1 0 0 0.2 0 0 0 0
"mil" 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0.1 0.2 0 0.1 0 0 0.1 0.2 0.1 0 0 0 0.1
"muerte" 0.3 0 0 0 0 0 0.1 0 0.1 0 0.1 0 0 0 0.1 0 0 0 0 0 0.1 0.2 0.1 0 0
"noche" 0 0 0.2 0 0 0.2 0.1 0.1 0 0 0 0 0.1 0 0 0 0 0 0.1 0 0.1 0.1 0.1 0 0
"pudo" 0.1 0 0 0 0.1 0 0.1 0 0.2 0 0 0 0 0 0.2 0 0.2 0 0 0.1 0.1 0 0 0 0
"remedio" 0 0 0.1 0 0 0 0 0 0 0.2 0 0 0 0 0 0.4 0.1 0.1 0 0 0 0 0.1 0 0.1
"toda" 0 0 0 0 0 0.1 0.1 0.1 0 0.2 0 0 0.1 0.2 0 0 0 0.1 0 0 0.2 0 0 0 0
"venga" 0 0.1 0 0 0 0.3 0 0 0.1 0 0 0 0 0 0 0 0.2 0 0.1 0.1 0 0.1 0.1 0 0
"vez" 0 0.1 0 0 0 0.1 0.1 0.1 0.1 0 0 0.2 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.2
"viendo" 0 0 0 0 0 0 0 0.1 0.1 0 0.1 0.1 0 0 0 0.1 0.1 0 0 0 0.2 0 0.1 0.2 0
"vino" 0 0 0 0 0 0.1 0.1 0 0 0 0 0 0.1 0.1 0.2 0.1 0.2 0 0 0 0 0 0.2 0 0
"afecto" 0 0 0.1 0 0 0.3 0 0.1 0 0 0.1 0 0.2 0 0 0 0 0 0 0 0.1 0 0.1 0 0
"andad" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"basta" 0 0.1 0 0 0.1 0 0 0 0 0.2 0.1 0.2 0 0.1 0 0 0 0 0.2 0 0 0 0 0 0
"bella" 0 0 0 0 0 0.1 0.1 0 0 0.1 0 0.1 0.1 0.1 0 0 0 0 0.1 0.1 0.1 0 0 0 0.1
"celos" 0 0 0.3 0 0 0 0 0 0.1 0 0 0 0.1 0.2 0.1 0.1 0 0 0.1 0 0 0 0 0 0
"comedia" 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0.1 0 0 0 0 0
"cuadra" 0 0 0 0 0 0 0 0 0.1 0.3 0.2 0.1 0.2 0 0 0 0 0 0 0 0 0 0.1 0 0
"debo" 0.1 0.1 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.2 0.1 0 0 0 0 0 0.1 0.1 0.2
"desprecio" 0 0 0 0 0 0 0 0 0 0.1 0.2 0.7 0 0 0 0 0 0 0 0 0 0 0 0 0
"después" 0 0.1 0 0.2 0 0 0.1 0.1 0.1 0 0 0 0.1 0 0 0.2 0 0 0 0 0 0 0 0.1 0
"dices" 0.1 0.1 0 0 0 0 0 0 0.1 0 0.1 0.1 0.2 0 0.1 0 0.1 0 0.1 0 0 0 0 0 0
"doy" 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0 0.1 0 0.2 0.2 0 0 0.2 0.1
"esposo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0.1 0.1 0 0 0 0.4 0.1
"lugar" 0 0.1 0 0 0 0.1 0 0.1 0 0 0.1 0.1 0 0 0.1 0.1 0 0 0.1 0.1 0 0.1 0 0 0
"pienso" 0 0.1 0.1 0 0 0 0.2 0 0 0 0 0 0 0 0 0.1 0.2 0.1 0 0 0.2 0 0 0 0
"pies" 0 0.1 0.2 0 0.1 0.1 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.3
"pueda" 0 0 0 0 0 0 0.2 0 0 0.1 0 0 0.1 0 0 0.1 0 0 0.1 0 0.2 0.1 0 0.1 0
"punto" 0.1 0.1 0 0.1 0 0 0 0 0.2 0.1 0 0 0 0 0 0 0 0.1 0 0 0.1 0.1 0 0.1 0
"querer" 0 0.2 0.1 0 0 0 0.1 0 0 0.1 0 0 0.2 0 0.1 0 0 0 0 0 0.1 0 0 0 0.1
"quieres" 0 0 0 0 0 0 0.1 0 0 0.1 0.1 0 0 0.1 0.2 0 0.1 0.1 0.1 0.1 0 0 0 0 0
"sacó" 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0.2 0 0.1 0.1 0 0 0.2 0.1 0
"segura" 0 0.1 0.2 0 0.2 0 0 0.1 0 0.1 0 0 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0
"sola" 0 0.1 0.1 0.1 0 0.3 0.1 0 0 0 0.1 0.1 0.1 0 0 0 0 0 0 0 0 0 0 0 0
"veces" 0 0.1 0.5 0.2 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0
"alguno" 0 0 0 0 0.1 0 0 0.2 0.1 0 0.2 0 0 0 0 0 0 0 0 0.1 0.1 0 0 0.1 0
"ama" 0 0.1 0 0 0 0 0.1 0 0.1 0.1 0.2 0 0 0 0 0.1 0 0 0.1 0.1 0 0 0 0 0
"amigo" 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.1 0.1 0.5 0 0 0 0 0 0 0
"banda" 0 0.6 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cuarto" 0 0.2 0 0 0 0 0.1 0 0.1 0.1 0 0 0 0 0.2 0 0 0 0.1 0 0 0 0 0.1 0
"cuenta" 0 0 0 0 0 0.1 0 0 0.1 0 0 0 0.1 0 0 0 0 0.2 0 0.2 0.1 0 0 0 0.1
"di" 0.1 0 0 0 0 0.1 0 0 0.1 0 0 0 0.2 0.1 0.1 0.1 0 0 0 0 0 0 0 0 0.1
"dichoso" 0.1 0 0.1 0 0.3 0 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0.2 0
"digo" 0 0.2 0 0 0 0 0.1 0 0 0 0 0 0.1 0 0 0 0 0 0 0.1 0.1 0 0.2 0.1 0
"dónde" 0.1 0 0 0 0 0 0 0 0 0 0.1 0.2 0 0 0.1 0 0 0 0 0 0.1 0.2 0.1 0 0
"entrada" 0 0 0 0 0 0.5 0 0 0 0 0.1 0 0 0 0.1 0 0 0 0 0 0 0.1 0.1 0 0
"garbo" 0 0.1 0.2 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0.2 0.1 0 0 0 0.1
"jardín" 0 0 0 0 0 0 0 0 0.2 0 0 0 0.1 0 0.2 0.1 0 0 0.1 0.1 0 0 0.1 0 0
"justicia" 0 0 0 0 0 0.2 0.1 0.1 0.1 0 0 0.1 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0.1
"noble" 0.1 0 0 0 0 0 0.2 0 0.1 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0.4 0 0
"palabra" 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0.1 0.1 0.1 0 0 0.2 0 0.1 0 0.1
"parte" 0.1 0.2 0 0.1 0 0.1 0 0.1 0 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0 0.1 0
"peligro" 0 0 0.1 0 0 0.1 0 0.1 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0.3 0.2 0 0
"poder" 0 0 0 0 0.1 0.2 0 0 0 0 0 0 0 0 0.1 0 0.1 0 0.1 0 0 0 0.1 0.1 0.1
"quedo" 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0.1 0 0.1 0.2 0.1 0 0 0 0 0.2 0.1
"quisiera" 0 0.1 0 0 0 0 0.1 0 0.1 0 0 0 0.2 0 0 0 0 0.1 0 0.1 0.1 0.1 0 0 0
"sabe" 0 0.2 0 0 0.1 0.1 0 0 0 0 0 0 0.1 0.1 0.1 0 0 0 0 0 0 0 0.1 0.1 0
"sabes" 0.2 0 0 0.1 0 0.1 0.1 0 0.1 0 0 0.2 0.1 0 0 0 0 0 0 0 0 0 0 0 0
"salga" 0 0 0 0 0 0 0 0 0.1 0 0.2 0 0 0 0 0.2 0 0 0.1 0 0.2 0 0 0.1 0
"tanta" 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1
"tantos" 0 0 0 0 0 0.1 0 0.3 0.1 0 0 0 0.1 0 0.3 0 0 0 0 0 0 0 0 0 0
"todas" 0 0 0 0.2 0.2 0 0 0.1 0 0 0 0 0.1 0.1 0 0 0 0 0 0 0 0 0.1 0.1 0
"uno" 0 0 0 0 0.3 0 0 0.1 0 0 0.1 0 0.1 0 0 0 0 0.2 0 0 0 0 0 0 0.1
"va" 0 0.1 0 0.1 0 0 0 0 0 0.1 0 0.1 0 0 0 0 0 0.1 0.1 0 0 0.2 0 0.1 0
"voz" 0.1 0 0.1 0.4 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0
"acá" 0 0 0 0.1 0 0 0 0 0 0 0 0.2 0.1 0 0 0 0 0.1 0 0.1 0 0 0.1 0 0.1
"adiós" 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0 0 0 0 0 0 0 0
"ah" 0 0 0 0 0 0 0 0 0 0.1 0 0 0.2 0 0 0.2 0 0 0.1 0 0 0.1 0 0.1 0
"amo" 0.2 0.2 0 0 0 0 0 0 0 0 0 0.1 0 0 0.1 0 0 0 0.1 0 0 0 0 0.1 0
"anoche" 0 0 0 0 0 0 0 0 0 0 0 0.1 0.2 0 0.2 0.1 0.1 0 0 0 0 0 0.1 0 0
"buen" 0 0.3 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0 0 0 0 0.2 0 0
